design_id,design_class,graph_path,spatial_path,timing_rpt_path,clock_target_ns,wns,tns,freq_mhz,slack_p0,slack_p10,slack_p50,slack_p90,violation_count,clock_period,mean_density,std_density,peak_density,hotspot_tile_count,utilization_estimate,max_fan_out,register_count,avg_path_depth,total_edges,node_count,edge_density,total_power,freq_mhz_label,cell_area
aes_cipher_fast,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\aes_cipher_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\aes_cipher_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_fast\timing.rpt,2.0,-0.214,-0.617,451.67,-0.214,-0.2015,0.382,0.6345000000000001,3,2.0,0.01666666753590107,0.07637625932693481,1.0,476,0.0476,0,98,0.0,0,500,0.0,14.579,451.67,53009.8
aes_cipher_nominal,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\aes_cipher_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\aes_cipher_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_nominal\timing.rpt,3.0,-0.013,-0.037,331.9,-0.013,-0.012,0.2405,1.131,3,3.0,0.02500000037252903,0.11302655190229416,1.0,482,0.0482,0,100,0.0,0,500,0.0,7.4303,331.9,40957.6
aes_cipher_relaxed,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\aes_cipher_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\aes_cipher_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\aes_cipher_relaxed\timing.rpt,4.0,0.075,0.0,250.0,0.075,0.1464,0.7,1.1461,0,4.0,0.02500000037252903,0.11258330196142197,1.0,484,0.0484,0,82,0.0,0,500,0.0,6.3673,250.0,36345.0
sha256_fast,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\sha256_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\sha256_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\sha256_fast\timing.rpt,2.0,-0.159,-0.764,463.18,-0.159,-0.154,0.467,0.6964,5,2.0,0.01666666753590107,0.07593856751918793,1.0,480,0.048,0,101,0.0,0,500,0.0,20.582,463.18,68522.8
sha256_nominal,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\sha256_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\sha256_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\sha256_nominal\timing.rpt,3.0,-0.041,-0.041,328.84,-0.041,0.1953,0.5195000000000001,1.0556999999999999,1,3.0,0.02500000037252903,0.11346805840730667,1.0,480,0.048,0,86,0.0,0,500,0.0,13.114,328.84,55673.4
sha256_relaxed,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\sha256_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\sha256_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\sha256_relaxed\timing.rpt,4.0,-0.037,-0.06,247.71,-0.037,0.11440000000000003,0.851,1.1944,2,4.0,0.02500000037252903,0.11456438899040222,1.0,475,0.0475,0,88,0.0,0,500,0.0,8.0982,247.71,50222.5
fpu_fast,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\fpu_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\fpu_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\fpu_fast\timing.rpt,2.0,-0.1,-0.357,476.19,-0.1,-0.0828,0.253,0.6861,4,2.0,0.02500000037252903,0.11412712186574936,1.0,477,0.0477,0,83,0.0,0,500,0.0,21.64,476.19,94432.4
fpu_nominal,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\fpu_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\fpu_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\fpu_nominal\timing.rpt,3.0,0.053,0.0,333.33,0.053,0.0984,0.5915,1.0934000000000001,0,3.0,0.02500000037252903,0.1143459677696228,1.0,476,0.0476,0,103,0.0,0,500,0.0,18.558999999999997,333.33,93479.2
fpu_relaxed,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\fpu_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\fpu_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\fpu_relaxed\timing.rpt,4.0,-0.044,-0.044,247.28,-0.044,0.0934,0.567,1.1932,1,4.0,0.02500000037252903,0.11191514134407043,1.0,487,0.0487,0,98,0.0,0,500,0.0,13.15,247.28,62014.5
multiplier_32b_fast,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\multiplier_32b_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\multiplier_32b_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\multiplier_32b_fast\timing.rpt,2.0,-0.001,-0.003,499.75,-0.001,-0.001,0.34099999999999997,0.6681000000000001,4,2.0,0.01666666753590107,0.07505553960800171,1.0,485,0.0485,0,102,0.0,0,500,0.0,9.9892,499.75,45072.8
multiplier_32b_nominal,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\multiplier_32b_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\multiplier_32b_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\multiplier_32b_nominal\timing.rpt,3.0,-0.015,-0.067,331.67,-0.015,-0.0126,0.673,1.1028,5,3.0,0.02500000037252903,0.1152171865105629,1.0,472,0.0472,0,96,0.0,0,500,0.0,6.065799999999999,331.67,37406.6
multiplier_32b_relaxed,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\multiplier_32b_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\multiplier_32b_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\multiplier_32b_relaxed\timing.rpt,4.0,0.007,0.0,250.0,0.007,0.058,0.691,1.14,0,4.0,0.02500000037252903,0.1121383085846901,1.0,486,0.0486,0,84,0.0,0,500,0.0,3.7483999999999997,250.0,24545.6
adder_tree_64_fast,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\adder_tree_64_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\adder_tree_64_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\adder_tree_64_fast\timing.rpt,2.0,-0.065,-0.184,484.26,-0.065,-0.0595,0.4685,0.64,3,2.0,0.01666666753590107,0.0771002322435379,1.0,471,0.0471,0,108,0.0,0,500,0.0,5.4147,484.26,23916.5
adder_tree_64_nominal,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\adder_tree_64_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\adder_tree_64_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\adder_tree_64_nominal\timing.rpt,3.0,-0.006,-0.006,332.67,-0.006,0.057499999999999996,0.472,1.052,1,3.0,0.01666666753590107,0.07738791406154633,1.0,470,0.047,0,79,0.0,0,500,0.0,3.1803999999999997,332.67,23284.4
adder_tree_64_relaxed,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\adder_tree_64_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\adder_tree_64_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\adder_tree_64_relaxed\timing.rpt,4.0,0.031,0.0,250.0,0.031,0.0668,0.669,1.227,0,4.0,0.01666666753590107,0.07535102963447571,1.0,483,0.0483,0,90,0.0,0,500,0.0,2.7531,250.0,15616.2
cordic_pipeline_fast,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\cordic_pipeline_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\cordic_pipeline_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\cordic_pipeline_fast\timing.rpt,2.0,-0.114,-0.397,473.04,-0.114,-0.087,0.245,0.695,4,2.0,0.01666666753590107,0.0771002247929573,1.0,471,0.0471,0,92,0.0,0,500,0.0,13.979999999999999,473.04,55848.7
cordic_pipeline_nominal,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\cordic_pipeline_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\cordic_pipeline_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\cordic_pipeline_nominal\timing.rpt,3.0,0.011,0.0,333.33,0.011,0.06280000000000001,0.418,0.9794,0,3.0,0.02500000037252903,0.1154339611530304,1.0,471,0.0471,0,88,0.0,0,500,0.0,9.3586,333.33,49632.3
cordic_pipeline_relaxed,arithmetic,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\cordic_pipeline_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\cordic_pipeline_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\cordic_pipeline_relaxed\timing.rpt,4.0,0.113,0.0,250.0,0.113,0.221,1.06,1.4151,0,4.0,0.02500000037252903,0.11324751377105713,1.0,481,0.0481,0,93,0.0,0,500,0.0,7.51,250.0,42532.7
uart_controller_fast,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\uart_controller_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\uart_controller_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\uart_controller_fast\timing.rpt,2.0,-0.062,-0.29,484.97,-0.062,-0.055799999999999995,0.32,0.6134000000000002,5,2.0,0.02500000037252903,0.11368817090988159,1.0,479,0.0479,0,90,0.0,0,500,0.0,3.3478000000000003,484.97,17953.7
uart_controller_nominal,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\uart_controller_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\uart_controller_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\uart_controller_nominal\timing.rpt,3.0,-0.022,-0.022,330.91,-0.022,0.13319999999999999,0.534,1.0244,1,3.0,0.02500000037252903,0.11280514299869537,1.0,483,0.0483,0,87,0.0,0,500,0.0,2.3024999999999998,330.91,16140.5
uart_controller_relaxed,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\uart_controller_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\uart_controller_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\uart_controller_relaxed\timing.rpt,4.0,-0.045,-0.045,247.22,-0.045,0.1,0.514,1.363,1,4.0,0.02500000037252903,0.11146748065948486,1.0,489,0.0489,0,95,0.0,0,500,0.0,1.2708000000000002,247.22,12307.4
spi_master_fast,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\spi_master_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\spi_master_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\spi_master_fast\timing.rpt,2.0,-0.287,-1.029,437.25,-0.287,-0.2454,0.3315,0.7172999999999999,4,2.0,0.01666666753590107,0.07637625932693481,1.0,477,0.0477,0,89,0.0,0,500,0.0,4.646100000000001,437.25,20390.2
spi_master_nominal,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\spi_master_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\spi_master_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\spi_master_nominal\timing.rpt,3.0,-0.025,-0.025,330.58,-0.025,0.1656,0.433,1.0826000000000002,1,3.0,0.02500000037252903,0.11412712186574936,1.0,477,0.0477,0,100,0.0,0,500,0.0,3.3408,330.58,18901.9
spi_master_relaxed,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\spi_master_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\spi_master_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\spi_master_relaxed\timing.rpt,4.0,0.062,0.0,250.0,0.062,0.1022,0.899,1.4028,0,4.0,0.02500000037252903,0.11280514299869537,1.0,483,0.0483,0,96,0.0,0,500,0.0,2.1619,250.0,14158.4
i2c_master_fast,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\i2c_master_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\i2c_master_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\i2c_master_fast\timing.rpt,2.0,-0.131,-0.263,469.26,-0.131,-0.11039999999999998,0.2625,0.7387,2,2.0,0.01666666753590107,0.07666666805744171,1.0,475,0.0475,0,91,0.0,0,500,0.0,2.6219,469.26,14503.2
i2c_master_nominal,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\i2c_master_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\i2c_master_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\i2c_master_nominal\timing.rpt,3.0,-0.005,-0.005,332.78,-0.005,0.07520000000000002,0.722,1.0276,1,3.0,0.02500000037252903,0.1147824078798294,1.0,474,0.0474,0,82,0.0,0,500,0.0,1.2228,332.78,13219.0
i2c_master_relaxed,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\i2c_master_relaxed.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\i2c_master_relaxed.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\i2c_master_relaxed\timing.rpt,4.0,-0.048,-0.048,247.04,-0.048,0.07479999999999999,0.842,1.4614,1,4.0,0.022749999538064003,0.10727272182703018,1.0,442,0.0442,0,93,0.0,0,455,0.0,1.2254,247.04,8468.6
can_controller_fast,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\can_controller_fast.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\can_controller_fast.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\can_controller_fast\timing.rpt,2.0,-0.168,-0.459,461.25,-0.168,-0.1468,0.338,0.6618,3,2.0,0.012500000186264515,0.0573912039399147,1.0,477,0.0477,0,99,0.0,0,500,0.0,6.4745,461.25,31283.6
can_controller_nominal,control,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\graph\can_controller_nominal.pt,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\features\spatial\can_controller_nominal.npy,C:\Users\Owner\OneDrive - Transatlantic Business Consulting Inc\General - TB Consulting\OT-Humber\ML-Driven PPA Optimization\ppa_framework_extracted\ppa_framework\data\reports\can_controller_nominal\timing.rpt,3.0,-0.012,-0.012,332.01,-0.012,0.122,0.504,0.86,1,3.0,0.01666666753590107,0.07637625932693481,1.0,476,0.0476,0,109,0.0,0,500,0.0,5.0185,332.01,25938.4
